"nid","title","field_tipo_da_impress_o","field_ano","field_numero","field_preced_ncia","field__rea","field_respons_vel","field_tiragem","field_originais","field_formato","field_entrada","field_material_1","field_pre_o_1","field_material_2","field_pre_o_2","field_material_3","field_pre_o_3","field_material_4","field_pre_o_4","field_material_5","field_pre_o_5","field_material_6","field_pre_o_6","field_material_7","field_pre_o_7","field_observa_o","field_fonte"
"12239","Cadernos de Ética 11","","2008","","Humanitas","ADM","Helena","200","192","15,5x21","05/09/2008","60 Chapas de alumínio duplo ofício positivas","R$ 291.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12240","Encontro Internacional ( Padre Antonio Vieira )","","2008","57","Departamento de Letras Clássicas e Vernáculas","ACADÊMICA"," D.L.C.V","150","46","14 X 21",""," 17 Chapas de aluminio duplo oficio positiva",""," 350 fls de papel off-set 75grs 66x96","R$63.00"," 60 fls de cartão vergê 180grs 66x96",""," 75 fls de polen rust   ( folder )","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>150 cadrenos de resumos formato A5 e 200 folders formato A5  RESPONSAVEL DLVC</p>
",""
"12241","INFORME Nº 44 - AGOSTO de 2008","","2008","39","Serviço de Comunicação Social - SCS","ADM","DIRETORIA","1200","48","A4","07/08/2008","30 Chapas de aluminio duplo oficio positiva","","4.500 fls de papel Reciclato 66x96","R$1800.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESP: DIRETORIA</p>
",""
"12242","Cadernos de Ética 11","","2008","67","Humanitas","ADM","Helena","200","192","15,5x21","05/09/2008","60 Chapas de alumínio duplo ofício positivas","R$ 291.00","1.800 fls de papel off set 75 grs 66x96","R$324.00","175 fls de cartão 240 grs 54x65","R$56.00","Plastificação","R$45.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Integral para a Administração</p>
",""
"12243","A CONSTELAÇÃO DO SONHO","","2008","68","HUMANITAS","ADM","HELENA","500","208","14 X 21","09/09/2008","70 Chapas de aluminio duplo oficio positiva","","4.100 fls de papel off-set 75grs 66x96","R$938.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHIMENTO NA TESOURARIA</p>
",""
"12244","Machado de Assis - Os judeus e a redenção do mundo","","2008","69","HUMANITAS","ADM","HELENA","500","104","14 X 21","09/09/2008","33 Chapas de aluminio duplo oficio positiva","","2032 fls de papael off-set 75grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHIMENTO NA TESOURARIA</p>
",""
"12245","INFORME Nº 46 - Setembro de 2008","","2008","70","Serviço de Comunicação Social","ADM","DIRETORIA","1200","24","A-4","","15 Chapas de aluminio duplo oficio positivas","","2.250 fls de papel reciclado 75grs 66x96","R$900.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>TOTAL A PAGAR : DIRETORIA</p>
",""
"12246","PROPOSTAS E INTERVENÇÕES","","2008","71","Sreviço de Comunicação Social","ADM","DIRETORIA","1200","68","A-5","","26 Chapas de aluminio duplo oficio positivas","","3.500 fls de papel off-set 75grs 66x96","R$630.00","180 cartão vergê 180grs 66x96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>TOTAL a pagar DIRETORIA</p>
",""
"12247","Práticas e Representações - 33º Anais do CERU","","2008","72","HUMANITAS","ADM","HELENA","300","288","16X22","","108 Chapas de alumínio duplo ofício positivas","","4.000 fls de papel off set 75 grs 66x96","R$720.00","250 Cartão branco 240 grs 50x66","R$80.00","PLASTIFICAÇÃO","R$45.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Recolhimento na Tesouraria</p>
",""
"12248","Como Elaborar e Apresentar Monografias  3º edição","","2008","73","HUMANITAS","ADM","HELENA","3000","96","14 X 21","","32 Chapas de aluminio duplo oficio positiva","","11.250 fls de papel off-set 75grs 66x96","R$2025.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHIMENTO NA TESOURARIA</p>
",""
"12249","ALÉM DAS FRONTEIRAS","","2008","74","HUMANITAS","ADM","HELENA","500","216","14 X 21","","68 Chapas de aluminio duplo oficio positiva","","4.300 fls de papel off-set 75grs 66x96","R$774.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHIMENTO NA TESOURARIA</p>
",""
"12250","Bergson - o método intuitivo","","2008","75","Humanitas","ADM","Helena","500","228","14x21","06/10/2008","72 Chapas de alumínio duplo ofício positivas","","3.600 fls de papel off set 75 grs 66x96","R$648.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Integral para a Humanitas ( Recolhimento na Tesouraria )</p>
",""
"12251","DIÁLOGOS NA FALA E NA ESCRITA ( 2º ed.)","","2008","76","Humanitas","ADM","Helena","700","344","14x21","09/10/2008","106 Chapas de alumínio duplo ofício positivas","","9.410 fls de papel off set 75 grs 66x96","","500 fls de cartão 240 grs 50x66","R$160.00","Laminação fosca","R$150.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Integral para a Humanitas ( recolhimento na Tesouraria )</p>
",""
"12252","Informe nº 47 - outubro de 2008","","2008","77","Serviço de Comunicação","ADM","Diretoria","1200","24","A4","","20 Chapas de alumínio duplo ofício positivas","R$ 97.00","2.300 fls de papel Reciclato 75 grs 66x96","R$920.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Responsável : Diretoria</p>
",""
"12253","Semana das Habilitações","","2008","78","CAELL","ACADÊMICA","DIRETORIA","500","24","A-5","","8 chapas de aluminio duplo oficio positiva","","500 fls de papel off-set 75grs 66x96","R$90.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESP: ADMINISTRAÇÃO (diretoria)</p>
",""
"12254","IV Colóquio - Os Estudos Lexicais em Diferentes Perspequitivas","","2008","79","DLCV - Pós-Graduação em Filo.e Língua Portuguesa","Acadêmica","DLCV ( Profa. Ieda )","60","40","A5","","15 Chapas de alumínio duplo ofício positivas","","120 fls de papel off det 75 grs 66x96","","(CAPA) 20 fls de cartão vergê 180 grs 66x96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Responsável : DLCV ( Profa. Ieda )</p>
",""
"12255","A ATUALIDADE DO ACONTECER","","2008","80","HUMANITAS","ADM","HELENA","500","240","14 X 21","","75 chapas de aluminio duplo oficio positiva","","4.700 fls de papel off-set 75grs 66x96","R$846.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHIMENTO NA TESOURARIA</p>
",""
"12256","Associação Brasileira de Estudos Crioulos e Similares","","2008","81","DLCV","ACDÊMICA","DIRETORIA","80","56","A-3  - A-4  - A5","03/11/2008","21 chapas de aluminio duplo oficio positiva","","210 fls de papel off-set 75grs 66x96","","40 cartão vergê 180 grs 66x96","","50 fls de polén rustc 85grs 66x96","","30 fls de color plus 180grs 66x96","","Laminação fosca","","Plastificação brilhante","","<p>80 Cadernos  120 - Folderes  80 Pastas : RESP  DIRETORIA</p>
",""
"12257","Cadertnos de Propostas das Chapas - Eleições  CAELL","","2008","82","CAELL","ACADÊMICA","DIRETORIA","1500","48","A-5","06/11/2008","18 Chapas de aluiminio duplo oficio positiva","","2.900 fls de papel off-set 75grs 66x96","R$522.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESP: DIRETORIA</p>
",""
"12258","Edmundo Navarro de Andrade","","2008","83","Humanitas","ADM","Helena","500","380","14x21","","120 Chapas de alumínio duplo ofício positivas","R$ 582.00","7.500 fls de Papel off set 75 grs 66x96","R$1350.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Integral para a Humanitas ( Recolher na Tesouraria )</p>
",""
"12259","ABEI Journal 10","","2008","84","Humanitas","ADM","Helena","200","184","21x28","05/12/2008","102 Chapas de alumínio duplo ofício positivas","","3.500 fls de papel off set 75 grs 66x96","R$630.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Integral para a Administração</p>
",""
"12260","Revista Paisagens 7","","2008","85","Humanitas","ADM","Helena","200","68","21x28","05/12/2008","42 Chapas de alumínio duplo ofício positivas","","1.300 fls de papel off set 75 grs 66x96","R$234.00","( CAPA ) 75 fls de papel Vergê 180 grs 66x96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Integral para a Administração</p>
",""
"12261","Harmonia mito e música ( 2º edição )","","2008","86","Humanitas","ADM","Helena","500","108","12x18","05/12/2008","35 Chapas de alumínio duplo ofício positivas","","2.100 fls de papel off set 75 grs 66x96","R$378.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Integral para a Humanitas ( recolhimento na Tesouraria )</p>
",""
"12262","Revista de Italianística XVII","","2008","87","Humanitas","ADM","Helena","300","160","19,5x24,5","05/12/2008","100 Chapas de alumínio duplo ofício positivas","R$ 485.00","4.500 fls de papel off set 75 grs 66x96","R$810.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>200 ex. Integral para a ADM<br />
100 ex. áre de Italiano<br />
Valor unitário = R$ 5.6116</p>
",""
"12263","INFORME Nº 48 NOVEMBRO / DEZEMBRO","","2008","88","SERVIÇO DE COMUNICAÇÃO SOCIAL","ADM","DIRETORIA","1200","60","A4","05/12/2008","40 CHAPAS DE ALUNIO DUPLO OFICIO POSITIVA","R$ 194.00","5400 FLS DE PAPEL RECICLATO 75GRS 66X96","R$2160.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL DIRETORIA</p>
",""
"12264","Cuadernos Recienvenido 26","","2008","89","Humanitas","ADM","Helena","700","32","16x22","05/12/2008","12 Chapas de alumínio duplo ofício positivas","","900 fls de papel off set 75 grs 66x96","R$162.00","( CAPA ) 220 fls de Vergê Diamante 180 grs 66x96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Integral para a Administração</p>
",""
"12265","CADERNOS DE RAMAIS  -  FFLCH","","2009","1","Serviço de Comunicação Social","ADM","DIRETORIA","600","66","A-5","12/01/2009","24 Chapas de aluminio positiva","","1.600 fls de papel off-set 75grs 66x96","R$288.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>FOI INCLUIDO MAIS $104,64 NO ORÇAMENTO QUE TATALIZA UM TOTAL DE $630,36     RESP: DIRETORIA.</p>
",""
"12266","CADERNOS DE INFORMAÇÕES ACADÊMICAS - GRADUAÇÃO","","2008","2","SERVIÇO DE ALUNOS DE GRADUAÇÃO","ACADÊMICA","SERVIÇO DE ALUNOS DE GRADUAÇÃO","3700","52","A-4","","33 Chapas de Aluminio","","15.000 fls de papel off-set 75grs 66x96","R$2700.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESP: SERVIÇO DE ALUNOS DE GRADUAÇÃO.</p>
",""
"12267","Cadernos de Informações Acadêmica","","2009","2","Serviço de Alunos de Graduação","Acadêmica","Serviço de Alunos de Graduação","3700","52","A-4","","33 Chapas de Aluminio Offset","","15000 fls de papel offset 66x96 75 grs","R$2700.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12268","BOLETIM DA OSWALD DE ANDRADE - 2009","","2009","4","Associação Atlética Acadêmica Oswald de Andrade","ACADÊMICA","DIRETORIA","800","56","A-5","","20 CHAPAS DE ALUMINIO","R$ 97.00","1800 FLS DE PAPEL OFF-SET 75GRS 66X96","R$324.00","250FLS DE COLOR PLUS 180GRS 66X96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RES: DIRETORIA</p>
",""
"12269","SERAFINO 2","","2009","5","ADM","Humanitas","Helena","200","186","21x26","","117 Chapas de Alumínio duplo ofício positivas","","3.400 fls de papel off set 75 grs 66x96","R$612.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Integral para a Administração</p>
",""
"12270","A concepção de matéria","","2009","6","Humanitas","Acadêmica","Helena","500","368","14x21","","115 Chapas de alumínio duplo ofício positivas","","7.200 fls de papel off set 75 grs 66x96","R$1296.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA A HUMANITAS ( RECOLHIMENTO NA TESOURARIA )</p>
",""
"12271","IEPED - Encontro de Pós Graduandos em Estudos Discursivos da USP","","2009","7","Pós - Graduaçào em Filologia e Lingua Portuguesa","Acadêmica","DIRETORIA","200","88","A-5","","30 CHAPAS DE ALUMINIO","","900FLS DE PAPEL OFF-SET 75GRS 66X96","R$162.00","80FLS DE CARTÃO COLOR PLUS 180GRS 66X96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESP: DIRETORIA</p>
",""
"12272","Manual do Calouro CAELL - 2009","","2009","8","CAELL","ADM","DIRETORIA","900","16","A-5","02/02/2009","5 CHAPAS DE ALUMINIO","","1000 FLS DE PAPAEL OFF-SET 75GRS 66X96","R$180.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESP: ADMINISTRAÇÃO</p>
",""
"12273","MANUAL DO CALOURO CEUPES - 2009","","2009","9","CEUPES","ADM","DIRETORIA","250","28","A-5","02/02/2009","11 CHAPAS DE ALUMINO","","450 FLS DE PAPEL OFF-SET 75GRS 66X96","R$81.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESP: ADMINISTRAÇÃO</p>
",""
"12274","SIMELP","","2009","12","DLCV","Acadêmica","Profa.Dra. Maria Célia Lima Hernandes","1500","96","A5","","30 Chapas de Alumínio","","5.625 fls de papel off set 75 grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Responsável: Profa . Dra . Maria Célia Lima Hernandes</p>
",""
"12275","ATAS DA II SEMANA DE FILOLOGIA NA USP","","2009","13","DLCV","ACADÊMICA","DIRETORIA","100","234","A-5","05/03/2009","75 CHAPAS DE ALUMINIO","","1000 FLS DE PAPAEL OFF-SET 75GRS 66X96","R$180.00","75FLS DE COLOR PLUS 180 GRS 66X96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESP: PAGAMENTO TOTAL DIRETORIA</p>
",""
"12176","GIOCANDO S ' IMPARA","","2007","59","HUMANITAS","ADMINISTRAÇÃO","HELENA","500","116","18X24","","72 Chapas de alumínio duplo ofício positivas","","4.500 fls de papel off set 90 g 66x96","R$1035.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHER NA TESOURARIA</p>
",""
"12177","ENSAIO SOBRE CECÍLIA MEIRELES","","2007","60","HUMANITAS","ADM","HELENA","500","308","14X21","","100 Chapas de Alumínio duplo ofício positivas","R$ 485.00","6.000 fls de papel off set 75g 66x96","R$1080.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHER NA TESOURARIA</p>
",""
"12178","CRIAÇÃO EM DEBATE","","2007","62","HUMANITAS","ADM","HELENA","500","302","14X21","03/12/2007","100 CHAPAS OFFSET DUPLO OFICIO","R$ 485.00","6.000 FLS DE PAPEL OFF-SET 66X96 75grs","R$1080.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHER NA TESOURARIA</p>
",""
"12179","ABEI Journal 9","","2008","5","HUMANITAS","ADM","HELENA","200","230","21X28","","140 Chapas de Alumínio duplo ofício positivas","R$ 679.00","4.000 fls de papel off set 75 g 66x96","R$720.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA ADM</p>
",""
"12180","CUADERNOS DE RECIENVENIDO 22","","2008","2","HUMANITAS","ADM","HELENA","600","76","16X22","","24 CHAPAS DE ALUMÍNIO DUPLO OFÍCIO","","1.800 FLS DE PAPEL OFF SET 75 GRS 66X96","R$324.00","200FLS DE CARTÃO VERGÊ 180 GRS 66X96","R$156.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHER NA TESOURARIA</p>
",""
"12181","CUADERNOS DE RECIENVENIDO 23","","2008","3","HUMANITAS","ADM","HELENA","600","40","16X22","","14 CHAPAS DE ALUMÍNIO DUPLO OFÍCIO","","1.000 FLS DE PAPEL OFF SET 75 GRS 66X96","R$180.00","200 FLS DE CARTÃO VERGÊ 180 GRS 66X96","R$156.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHER NA TESOURARIA</p>
",""
"12182","CUADERNOS DE RECIENVENIDO 24","","2008","4","HUMANITAS","ADM","HELENA","600","20","16X22","","8 CHAPAS DE ALUMÍNIO DUPLO OFÍCIO","","500 FLS DE PAPEL OFF SET 75 GRS 66X96","R$90.00","200 FLS DE CARTÃO VERGÊ 180 GRS 66X96","R$156.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHER NA TESOURARIA</p>
",""
"12183","Manual dos Estudantes de Letras","","2008","12","CAELL","ACADÊMICA","DIRETORIA","850","20","A4","","15 Chapas de aluminio positivas duplo oficio","","1350 fls de papel off-set 75grs 66x96","R$243.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12184","CURSO DE FILOSOFIA","","2008","7","Serviço de Graduação","ACADÊMICA","Serviço de Graduação","250","9","A5","","5 Chapas de aluminio positivas duplo oficio","","100 fls de papel off-set 75grs 66x96","R$18.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12185","Cadernos de Literatura em Tradução  9","","2008","61","HUMANITAS","ADM","HELENA","200","300","16X22","","112 Chapas de aluminio duplo oficio positiva","","2.800 fls de papel off-set 75grs 66x96","R$504.00","175 fls de cartào 240grs 54x65","R$56.00","Plastificaçào","R$45.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA ADMINISTRAÇÃO</p>
",""
"12186","CURSO DE LETRAS","","2008","11","Serviço de graduação","ACADÊMICA","Serviço de Graduação","1200","8","A5","","5 Chapas de aluminio Duplo Oficio Positivas","","375 fls de Papel offset 75 grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12187","CURSO DE CIÊNCIAS SOCIAIS","","2008","8","Serviço de Graduação","ACADÊMICA","Servço de Graduação","300","11","A5","","5 Chapas de aluminio duplo oficio positivas","","150 fls de papel off-set 75grs 66x96","R$27.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12188","CURSO DE HISTÓRIA","","2008","9","Servço de Graduação","ACADÊMICA","Serviço de Graduação","400","8","A5","","5 Chapas de aluminio duplo oficio positivas","","125 fls de papel off-set 75grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12189","CURSO DE GEOGRAFIA","","2008","10","Serviço de Graduação","ACADÊMICA","Serviço de Graduação","250","9","A5","","5 Chapas de aluminio duplo oficio positivas","","100 fls de papel off-set 75grs 66x96","R$18.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12190","Manual do Calouro de Ciências Sociais","","2008","13","CEUPS","Acadêmica","Diretoria","270","20","A5","","10 Chapas de Alumínio Duplo Ofício positivas","","250 fls de Papel off set 75 grs 66x96","R$45.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>DIRETORIA</p>
",""
"12191","Boletim da Oswald - manual de calouros 2008","","2008","14","Associação Atlética Acadêmica Oswald de Andrade","Acadêmica","Diretoria","1000","52","A5","","17 Chapas de Alumínio duplo ofício positivas","","2050 fls de Papel off set 75 grs 66x96","R$369.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Diretoria</p>
",""
"12192","INFORME - Calouros 2008","","2008","15","Serviço de Comunicação Social","ADM","Diretoria","2000","12","A4","11/02/2008","10 Chapas de Alumínio Duplo Ofício Positivas","","1.900 fls de Papel Reciclato 90g 66x96","R$760.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA DIRETORIA</p>
",""
"12193","Professor Emérito - Prof. Dr. Fernando Novais","","2008","16","Serviço de C omunicação Social","ADM","Diretoria","600","28","A5","","12 Chapas de Alumínio Duplo Ofício Positivas","","600 fls de Papel off set 75 grs 66x96","","200 fls de Cartão - Econatural 170 grs 66x96","R$148.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>DIRETORIA</p>
",""
"12194","INFORME 39 / Fevereiro - Calouros - 2008 ( Complemento )","","2008","17","SDI","ADM","DIRETORIA","2000","2","A4","","3 CHAPAS DE ALUMINIO DUPLO OFICIO POSITIVA","","315 FLS DE PAPEL RECICLATO 90GRS 66X96","R$126.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12195","Cadernos de Literatura em tradução nº8","","2008","18","HUMANITAS","ADM","HELENA","500","264","16X22","","82 CHAPAS DE CHAPAS DUPLO OFICIO POSITIVA","","5150 FLS DE PAPEL OFFSET 75GRS 66X96","R$927.00","150FLS DE CARTÃO 240 GRS 66X96","R$48.00","PLASTIFICAÇÃO","R$45.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA ADMINISTRAÇÃO(REVISTA)</p>
",""
"12196","REVERBERAÇÕES NA FRONTEIRA EM HORÁCIO QUIROGA","","2008","19","HUMANITAS","ADM","HELENA","1000","212","14X21","","80 CHAPAS DE ALUMINIO DUPLO OFICIO POSITIVA","R$ 388.00","8300 FLS DE PAPEL OFFSET 75GRS 66X96","R$1494.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA HUMANITAS (RECOLHER NA TESOURARIA)</p>
",""
"12197","Pesquisa em Ciências Sociais","","2008","20","Humanitas","ADM","Helena","500","208","16x22","03/03/2008","67 Chapas de Alumínio duplo ofício positivas","","4.100 fls de Papel off set 75 grs 66x96","R$738.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Integral para Humanitas (recolher na Tesouraria)</p>
",""
"12198","Cadernos de Ética nº 10","","2008","21","Humanitas","ADM","Helena","200","172","15,5x21","03/03/2008","50 Chapas de Alumínio duplo ofício positivas","","1.600 fls de Papel off set 75 grs 66x96","R$288.00","75 fls de Cartão 240 grs 66x96","R$24.00","Plastificação","R$45.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Integral para a Administração (Revista)</p>
",""
"12199","AGENDA CULTURAL","","2008","22","Serviço de Cultura e Extensão Universitária","ADM","Serviço de Cultura e Extensão Universitária","2100","4","A5","10/03/2008","3 Chapas de Aluminio duplo oficio positiva","","330 fls de papel off-set 75grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12200","Abertura dos Arquivos da Ditadura","","2008","23","Centro Acadêmico de História","ADM","DIRETORIA","300","16","A-5","","8 Chapas de Aluminio duplo oficio Positiva","","250 fls de papel off-set 66x96 75grs","R$45.00","100 fls de cartão vergê 66x96 180grs","R$78.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12201","I Simpósio Mundial de Estudos de Lngua Portuguesa","","2008","62","DLCV","ACADÊMICA","vide oficio anexo","1300","84","A-5","","27 Chapas de aluminio duplo oficio positiva","","4.300 fls de papel off-set 75grs 66x96","R$774.00","350 fls de cartào color plus 180grs 66x96","R$273.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESP: VIDE OFICIO ANEXO</p>
",""
"12202","Poéticas da Violência","","2008","24","HUMANITAS","ADM","HELENA","500","308","14X21","01/04/2008","96 Chapas de Aluminio duplo oficio positiva","","6000 fls de papel off-set 75grs 66x96","R$1080.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>VERBA Pró-Reitoria de Cultura- Proc.08.1.43.8.6</p>
",""
"12203","INFORME Nº 41 - Abril / 2008","","2008","25","DIRETORIA","ADM","DIRETORIA","1200","20","A4","03/04/2008","8 Chapas de aluminio duplo oficio positiva","","1900 fls de papel Reciclado 75grs 66x96","R$760.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12204","INFORME de Março de 2008","","2008","26","Serviço de Comunicação Social","ADM","DIRETORIA","1200","28","A4","11/03/2008","10 Chapas de alumínio duplo ofício positiva","","2650 fls de papel Reciclato 75grs 66x96","R$1060.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>O número da CS PB mudou de 23 para 26.</p>
",""
"12205","Gênero e Poder Local","","2008","27","HUMANITAS","ADM","HELENA","500","336","16X22","09/04/2008","105 Chapas de aluminio positiva duplo oficio","","6.600 fls de papel off-set 75grs 66x96","R$1188.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHER NA TESOURARIA</p>
",""
"12206","Cadernos de NIETZSCHE  Nº 24","","2008","28","HUMANITAS","ADM","HELENA","600","152","15,5x21","09/04/2008","48 Chapas de aluminio duplo oficio positiva","","3.600 fls de papel off-set 75grs 66x96","R$648.00","300 fls de cartào color plus 180grs 66x96","","Plastificação","R$45.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RECOLHIMENTO NA RENDA INDUSTRIAL - DEPARTAMENTO DE FILOSOFIA</p>
",""
"12207","Italianos na Mira da Policia Politica","","2008","29","HUMANITAS","ADM","HELENA","500","344","14X21","09/04/2008","108 Chapas de aluminio duplo oficio positiva","","6.800 fls de papel off-set 75grs 66x96","R$1224.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA ADMINISTRAÇÃO</p>
",""
